Date/Time,V10,D10,V70,D70,V80,D80
2019-03-28_09:00:00,7.873,267.6,8.103,138.8,8.146,247.4
2019-03-28_10:00:00,7.001,270.1,7.580,138.3,7.681,246.4
2019-03-28_11:00:00,8.076,275.3,8.436,142.1,8.645,251.4
2019-03-28_12:00:00,8.273,266.7,9.562,143.2,9.797,254.2
2019-03-28_13:00:00,6.694,265.0,7.694,143.3,7.766,254.4
2019-03-28_14:00:00,6.260,262.2,7.167,141.4,7.222,251.9
2019-03-28_15:00:00,3.686,265.5,4.691,146.5,4.668,258.5
2019-03-28_16:00:00,2.358,31.7,2.825,255.8,2.801,2.9
2019-03-28_17:00:00,3.539,75.8,4.029,320.2,4.084,73.9
2019-03-28_18:00:00,3.466,66.7,3.616,300.1,3.687,50.2
2019-03-28_19:00:00,3.911,55.9,3.910,298.6,3.974,50.2
2019-03-28_20:00:00,3.842,49.6,4.307,291.8,4.418,42.6
2019-03-28_21:00:00,4.491,40.0,4.842,287.2,4.933,39.3
2019-03-28_22:00:00,5.101,38.4,5.761,287.3,5.883,39.3
2019-03-28_23:00:00,5.126,39.9,5.827,288.4,6.012,40.0
2019-03-29_00:00:00,5.752,46.3,6.535,285.1,6.730,35.6
2019-03-29_01:00:00,3.949,67.7,4.091,308.5,4.134,60.6
2019-03-29_02:00:00,3.832,77.8,3.986,312.6,3.978,63.7
2019-03-29_03:00:00,4.334,60.4,4.270,299.5,4.351,50.9
2019-03-29_04:00:00,4.929,57.0,5.318,295.7,5.375,46.7
2019-03-29_05:00:00,5.708,54.7,6.163,292.7,6.272,43.8
2019-03-29_06:00:00,4.127,60.1,4.229,301.4,4.272,53.4
2019-03-29_07:00:00,4.507,62.4,4.794,304.0,4.824,56.1
2019-03-29_08:00:00,5.664,58.7,5.943,300.9,5.985,52.3
2019-03-29_09:00:00,5.649,75.1,6.402,314.5,6.378,67.6
2019-03-29_10:00:00,7.985,52.3,8.885,291.5,9.059,42.6
2019-03-29_11:00:00,5.601,53.9,6.981,295.2,7.174,46.2
2019-03-29_12:00:00,5.855,87.3,7.098,328.8,7.261,81.9
2019-03-29_13:00:00,3.967,59.0,4.756,298.0,4.883,50.3
2019-03-29_14:00:00,5.166,51.1,6.087,291.1,6.158,41.7
2019-03-29_15:00:00,5.089,55.9,6.268,296.2,6.429,46.7
2019-03-29_16:00:00,5.057,37.1,6.102,278.1,6.310,28.9
2019-03-29_17:00:00,4.717,32.2,5.671,276.7,5.896,27.3
2019-03-29_18:00:00,4.992,42.2,6.404,281.9,6.791,32.6
2019-03-29_19:00:00,4.387,53.4,5.886,297.1,6.095,49.6
2019-03-29_20:00:00,3.349,53.8,4.060,307.2,4.275,59.9
2019-03-29_21:00:00,4.476,47.0,5.328,295.0,5.447,45.6
2019-03-29_22:00:00,4.038,41.8,5.221,292.1,5.368,43.2
2019-03-29_23:00:00,4.100,32.1,4.559,283.2,4.720,34.1
2019-03-30_00:00:00,3.869,56.1,3.951,294.9,4.116,45.1
2019-03-30_01:00:00,3.447,54.1,3.533,293.6,3.637,43.6
2019-03-30_02:00:00,3.134,64.3,3.312,295.6,3.427,44.4
2019-03-30_03:00:00,2.744,54.3,2.820,290.1,2.973,40.7
2019-03-30_04:00:00,4.187,112.1,4.378,335.7,4.398,87.0
2019-03-30_05:00:00,4.121,115.6,4.054,343.7,4.013,95.6
2019-03-30_06:00:00,3.520,125.1,3.663,354.9,3.601,106.9
2019-03-30_07:00:00,2.535,180.4,3.437,34.2,3.271,142.5
2019-03-30_08:00:00,4.198,119.9,4.298,354.0,4.174,105.1
2019-03-30_09:00:00,4.807,98.5,5.732,340.9,5.753,93.3
2019-03-30_10:00:00,4.874,94.4,6.343,334.6,6.544,87.5
2019-03-30_11:00:00,5.811,79.5,7.625,321.1,7.734,73.9
2019-03-30_12:00:00,5.431,67.1,6.494,308.4,6.663,60.5
2019-03-30_13:00:00,7.330,61.1,7.845,303.1,7.960,55.2
2019-03-30_14:00:00,7.629,58.4,9.087,298.1,9.354,49.1
2019-03-30_15:00:00,9.059,53.6,11.450,294.2,11.776,44.9
2019-03-30_16:00:00,8.321,53.3,10.220,294.1,10.572,44.4
2019-03-30_17:00:00,8.184,53.8,10.426,291.8,10.772,42.3
2019-03-30_18:00:00,8.486,54.1,10.489,293.9,10.799,44.5
2019-03-30_19:00:00,8.673,61.6,10.046,300.4,10.292,52.0
2019-03-30_20:00:00,9.850,68.4,11.835,304.9,12.108,56.4
2019-03-30_21:00:00,9.604,67.7,11.207,304.8,11.493,56.3
2019-03-30_22:00:00,9.913,71.0,11.450,308.2,11.633,60.0
2019-03-30_23:00:00,9.924,64.8,11.459,303.8,11.767,55.1
2019-03-31_00:00:00,11.543,66.3,13.234,304.0,13.557,55.6
2019-03-31_01:00:00,11.701,62.6,13.741,300.8,14.056,52.2
2019-03-31_02:00:00,11.278,65.8,13.177,302.7,13.483,53.8
2019-03-31_03:00:00,11.521,64.4,13.357,303.3,13.618,54.8
2019-03-31_04:00:00,11.428,63.0,12.703,302.2,13.009,53.4
2019-03-31_05:00:00,10.965,64.3,12.824,304.0,13.139,55.4
2019-03-31_06:00:00,11.453,65.7,13.114,303.5,13.445,55.0
2019-03-31_07:00:00,10.927,66.0,12.341,304.6,12.613,56.2
2019-03-31_08:00:00,10.528,63.5,11.996,303.5,12.196,55.2
2019-03-31_09:00:00,10.504,61.2,11.991,300.6,12.341,51.7
2019-03-31_10:00:00,10.302,64.3,11.751,303.7,11.959,55.2
2019-03-31_11:00:00,10.543,64.1,12.313,302.6,12.621,54.1
2019-03-31_12:00:00,11.175,63.2,12.815,301.6,13.138,52.7
2019-03-31_13:00:00,10.417,59.5,12.527,298.4,12.871,49.5
2019-03-31_14:00:00,11.708,57.6,14.052,296.5,14.479,47.3
2019-03-31_15:00:00,10.568,55.0,12.511,294.6,12.895,45.0
2019-03-31_16:00:00,9.995,57.9,11.717,297.2,12.064,48.0
2019-03-31_17:00:00,9.321,55.0,11.537,291.6,12.005,42.0
2019-03-31_18:00:00,9.817,56.8,11.121,296.3,11.376,47.1
2019-03-31_19:00:00,9.138,56.5,10.672,298.1,10.990,48.8
2019-03-31_20:00:00,9.846,61.2,11.391,299.2,11.703,50.2
2019-03-31_21:00:00,10.450,56.4,12.303,295.8,12.609,46.5
2019-03-31_22:00:00,9.133,57.3,10.714,295.2,11.023,46.0
2019-03-31_23:00:00,7.844,62.5,9.205,301.9,9.434,53.3
2019-04-01_00:00:00,9.918,58.7,11.523,297.9,11.866,49.2
2019-04-01_01:00:00,10.630,57.1,12.454,296.3,12.708,46.7
2019-04-01_02:00:00,10.515,55.4,12.397,293.8,12.781,44.0
2019-04-01_03:00:00,9.061,55.7,10.724,295.6,11.072,46.4
2019-04-01_04:00:00,9.707,59.4,11.310,297.7,11.590,48.8
2019-04-01_05:00:00,9.319,61.5,10.468,300.6,10.709,51.6
2019-04-01_06:00:00,10.044,68.9,11.201,304.7,11.490,56.0
2019-04-01_07:00:00,9.607,69.3,10.981,306.8,11.175,58.3
2019-04-01_08:00:00,10.435,66.3,11.743,303.6,12.026,54.7
2019-04-01_09:00:00,9.712,70.0,11.116,306.3,11.401,57.8
2019-04-01_10:00:00,8.715,70.4,9.940,307.2,10.118,58.9
2019-04-01_11:00:00,8.556,61.5,9.687,299.7,9.952,50.9
2019-04-01_12:00:00,8.715,57.4,10.043,297.8,10.313,49.1
2019-04-01_13:00:00,8.335,53.8,10.245,293.8,10.690,44.5
2019-04-01_14:00:00,8.175,52.1,10.458,290.6,10.900,40.9
2019-04-01_15:00:00,6.665,48.8,8.741,286.7,9.064,36.7
2019-04-01_16:00:00,7.789,46.8,10.162,285.2,10.620,35.3
2019-04-01_17:00:00,7.465,48.3,9.819,286.5,10.286,36.5
2019-04-01_18:00:00,7.612,47.5,9.871,285.8,10.266,35.9
2019-04-01_19:00:00,8.684,36.9,9.559,279.1,9.831,28.8
2019-04-01_20:00:00,8.207,38.7,9.137,278.6,9.375,28.3
2019-04-01_21:00:00,7.126,39.6,8.431,280.2,8.702,30.2
2019-04-01_22:00:00,7.265,39.4,8.385,280.0,8.601,29.3
2019-04-01_23:00:00,6.166,48.4,7.966,284.8,8.359,35.0
2019-04-02_00:00:00,6.193,51.6,7.789,285.5,8.094,35.4
2019-04-02_01:00:00,7.549,54.3,8.707,289.0,9.011,38.9
2019-04-02_02:00:00,8.203,54.3,9.064,290.2,9.332,40.0
2019-04-02_03:00:00,7.412,51.8,8.187,285.6,8.422,35.4
2019-04-02_04:00:00,6.188,48.0,6.569,282.6,6.644,31.9
2019-04-02_05:00:00,5.508,49.8,6.141,284.0,6.266,33.0
2019-04-02_06:00:00,6.074,53.7,6.477,287.4,6.632,36.6
2019-04-02_07:00:00,7.415,55.1,8.366,292.6,8.483,42.1
2019-04-02_08:00:00,6.951,54.6,7.530,290.8,7.677,40.2
2019-04-02_09:00:00,5.717,51.8,6.573,287.2,6.735,37.2
2019-04-02_10:00:00,5.366,52.0,6.000,294.9,6.140,45.4
2019-04-02_11:00:00,5.312,51.3,6.663,292.9,6.820,43.3
2019-04-02_12:00:00,5.173,51.0,6.170,295.6,6.290,46.5
2019-04-02_13:00:00,4.617,50.7,5.666,294.4,5.873,45.3
2019-04-02_14:00:00,4.731,48.2,6.239,291.7,6.457,42.3
2019-04-02_15:00:00,4.079,52.5,4.785,295.0,4.923,45.6
2019-04-02_16:00:00,2.168,59.6,2.697,297.5,2.759,45.9
2019-04-02_17:00:00,4.839,46.9,6.150,289.9,6.413,40.6
2019-04-02_18:00:00,4.498,45.6,6.232,288.1,6.516,38.1
2019-04-02_19:00:00,5.778,51.5,7.301,290.1,7.572,40.3
2019-04-02_20:00:00,5.411,51.8,6.766,290.6,6.979,40.9
2019-04-02_21:00:00,6.315,53.0,7.359,294.8,7.547,45.6
2019-04-02_22:00:00,6.079,58.1,6.793,296.5,6.945,47.4
2019-04-02_23:00:00,6.404,57.8,7.098,299.0,7.235,50.0
2019-04-03_00:00:00,7.007,57.0,7.866,297.7,8.072,47.9
2019-04-03_01:00:00,7.373,53.5,8.328,293.1,8.506,43.1
2019-04-03_02:00:00,7.887,54.1,9.326,292.6,9.623,42.4
2019-04-03_03:00:00,7.684,53.9,8.520,294.3,NAN,NAN
2019-04-03_04:00:00,7.745,55.8,8.594,295.7,NAN,NAN
2019-04-03_05:00:00,7.212,54.1,8.498,292.6,NAN,NAN
2019-04-03_06:00:00,NAN,NAN,NAN,NAN,NAN,NAN
2019-04-03_07:00:00,8.576,56.2,9.811,296.4,NAN,NAN
2019-04-03_08:00:00,8.347,59.4,9.580,297.7,NAN,NAN
2019-04-03_09:00:00,9.149,62.6,11.120,301.1,NAN,NAN
2019-04-03_10:00:00,9.438,63.1,10.820,302.2,NAN,NAN
2019-04-03_11:00:00,10.267,61.5,11.889,299.8,NAN,NAN
2019-04-03_12:00:00,9.758,61.4,11.111,300.2,NAN,NAN
2019-04-03_13:00:00,10.247,56.9,11.764,296.7,NAN,NAN
2019-04-03_14:00:00,9.183,53.9,11.161,291.8,NAN,NAN
2019-04-03_15:00:00,9.236,52.2,11.559,290.5,NAN,NAN
2019-04-03_16:00:00,8.978,54.7,10.894,290.3,NAN,NAN
2019-04-03_17:00:00,8.142,52.9,10.237,289.3,NAN,NAN
2019-04-03_18:00:00,8.213,55.4,9.997,290.2,NAN,NAN
2019-04-03_19:00:00,7.158,45.8,8.719,284.2,NAN,NAN
2019-04-03_20:00:00,7.302,46.0,8.502,283.6,NAN,NAN
2019-04-03_21:00:00,6.808,49.8,8.474,286.4,NAN,NAN
2019-04-03_22:00:00,6.912,45.5,7.775,281.7,NAN,NAN
2019-04-03_23:00:00,6.439,46.5,7.642,279.7,NAN,NAN
2019-04-04_00:00:00,7.270,43.8,8.361,278.1,NAN,NAN
2019-04-04_01:00:00,6.986,48.9,7.878,282.8,NAN,NAN
2019-04-04_02:00:00,6.819,55.3,7.342,289.8,NAN,NAN
2019-04-04_03:00:00,6.775,51.3,7.739,285.7,NAN,NAN
2019-04-04_04:00:00,7.710,51.2,8.555,285.7,NAN,NAN
2019-04-04_05:00:00,6.081,46.9,6.570,278.3,NAN,NAN
2019-04-04_06:00:00,5.400,52.0,5.676,282.3,NAN,NAN
2019-04-04_07:00:00,5.164,56.6,5.742,291.1,NAN,NAN
2019-04-04_08:00:00,4.473,54.5,5.033,287.1,NAN,NAN
2019-04-04_09:00:00,4.194,61.5,4.720,300.4,NAN,NAN
2019-04-04_10:00:00,3.515,64.6,3.959,306.5,NAN,NAN
2019-04-04_11:00:00,2.662,78.2,2.904,322.0,NAN,NAN
2019-04-04_12:00:00,2.369,81.3,2.794,321.8,NAN,NAN
2019-04-04_13:00:00,2.857,77.9,3.176,321.8,NAN,NAN
2019-04-04_14:00:00,2.210,91.3,2.623,335.8,NAN,NAN
2019-04-04_15:00:00,1.582,66.2,1.952,327.0,NAN,NAN
2019-04-04_16:00:00,0.949,17.9,1.097,191.1,NAN,NAN
2019-04-04_17:00:00,1.135,257.5,1.057,181.4,NAN,NAN
2019-04-04_18:00:00,1.224,327.4,1.950,220.6,NAN,NAN
2019-04-04_19:00:00,0.829,115.7,0.949,225.3,NAN,NAN
2019-04-04_20:00:00,0.589,119.9,0.670,327.5,NAN,NAN
2019-04-04_21:00:00,0.678,162.9,0.729,342.9,NAN,NAN
2019-04-04_22:00:00,0.699,111.4,1.077,329.5,NAN,NAN
2019-04-04_23:00:00,1.388,112.8,1.211,331.4,NAN,NAN
2019-04-05_00:00:00,1.838,137.2,1.831,5.9,NAN,NAN
2019-04-05_01:00:00,1.935,154.9,1.970,38.6,NAN,NAN
2019-04-05_02:00:00,1.971,148.8,1.981,31.3,NAN,NAN
2019-04-05_03:00:00,1.941,167.1,2.025,44.2,NAN,NAN
2019-04-05_04:00:00,1.741,164.6,1.951,37.9,NAN,NAN
2019-04-05_05:00:00,2.070,175.7,2.154,48.8,NAN,NAN
2019-04-05_06:00:00,2.087,177.1,2.263,49.3,NAN,NAN
2019-04-05_07:00:00,1.718,173.1,2.035,42.0,NAN,NAN
2019-04-05_08:00:00,1.732,175.6,1.925,46.5,NAN,NAN
2019-04-05_09:00:00,0.997,187.8,0.941,67.8,NAN,NAN
2019-04-05_10:00:00,0.648,121.8,0.903,1.7,NAN,NAN
2019-04-05_11:00:00,2.104,68.6,2.990,328.9,NAN,NAN
2019-04-05_12:00:00,3.664,73.3,4.724,325.5,NAN,NAN
2019-04-05_13:00:00,3.126,66.0,4.464,314.9,NAN,NAN
2019-04-05_14:00:00,3.778,45.7,3.653,305.0,NAN,NAN
2019-04-05_15:00:00,3.888,45.1,4.515,293.7,NAN,NAN
2019-04-05_16:00:00,3.895,51.6,4.567,300.8,NAN,NAN
2019-04-05_17:00:00,3.612,46.0,4.457,292.0,NAN,NAN
2019-04-05_18:00:00,3.587,50.5,3.799,302.3,NAN,NAN
2019-04-05_19:00:00,3.338,51.2,3.226,307.8,NAN,NAN
2019-04-05_20:00:00,3.303,48.8,3.004,307.4,NAN,NAN
2019-04-05_21:00:00,3.672,40.4,3.317,300.3,NAN,NAN
2019-04-05_22:00:00,3.281,40.9,3.307,292.6,NAN,NAN
2019-04-05_23:00:00,1.823,56.0,2.082,313.2,NAN,NAN
2019-04-06_00:00:00,1.194,99.6,1.076,323.3,NAN,NAN
2019-04-06_01:00:00,1.931,74.0,1.717,300.2,NAN,NAN
2019-04-06_02:00:00,1.394,190.4,1.408,74.1,NAN,NAN
2019-04-06_03:00:00,2.353,194.9,2.510,72.7,NAN,NAN
2019-04-06_04:00:00,3.246,212.3,3.446,83.1,NAN,NAN
2019-04-06_05:00:00,3.604,213.4,3.619,82.4,NAN,NAN
2019-04-06_06:00:00,3.788,215.4,3.727,96.0,NAN,NAN
2019-04-06_07:00:00,5.458,242.9,5.259,117.7,NAN,NAN
2019-04-06_08:00:00,3.491,219.5,3.614,107.8,NAN,NAN
2019-04-06_09:00:00,4.285,240.7,4.403,120.8,NAN,NAN
2019-04-06_10:00:00,4.876,247.9,5.749,125.7,NAN,NAN
2019-04-06_11:00:00,5.356,247.9,6.401,126.5,NAN,NAN
2019-04-06_12:00:00,4.660,247.7,5.422,126.1,NAN,NAN
2019-04-06_13:00:00,6.498,243.8,6.967,128.9,NAN,NAN
2019-04-06_14:00:00,6.057,260.2,6.460,137.4,NAN,NAN
2019-04-06_15:00:00,6.995,272.9,7.168,141.6,NAN,NAN
2019-04-06_16:00:00,5.730,268.9,6.297,144.9,NAN,NAN
2019-04-06_17:00:00,5.359,268.4,6.485,147.2,NAN,NAN
2019-04-06_18:00:00,4.799,265.6,6.029,142.3,NAN,NAN
2019-04-06_19:00:00,5.130,263.1,5.774,136.5,NAN,NAN
2019-04-06_20:00:00,4.299,259.9,4.814,137.7,NAN,NAN
2019-04-06_21:00:00,3.503,274.0,3.402,144.9,NAN,NAN
2019-04-06_22:00:00,2.935,277.2,2.771,144.7,NAN,NAN
2019-04-06_23:00:00,3.318,259.6,3.039,136.9,NAN,NAN
2019-04-07_00:00:00,2.961,254.5,2.573,134.0,NAN,NAN
2019-04-07_01:00:00,2.937,237.3,2.670,129.7,NAN,NAN
2019-04-07_02:00:00,3.217,223.8,2.795,105.6,NAN,NAN
2019-04-07_03:00:00,3.768,227.8,3.133,115.4,NAN,NAN
2019-04-07_04:00:00,3.246,223.7,2.826,107.3,NAN,NAN
2019-04-07_05:00:00,2.848,231.4,2.313,120.3,NAN,NAN
2019-04-07_06:00:00,2.415,281.5,2.849,151.3,NAN,NAN
2019-04-07_07:00:00,1.604,279.2,2.034,168.6,NAN,NAN
2019-04-07_08:00:00,0.665,239.5,1.244,165.9,NAN,NAN
2019-04-07_09:00:00,0.923,198.2,1.122,141.4,NAN,NAN
2019-04-07_10:00:00,1.520,271.7,1.903,156.9,NAN,NAN
2019-04-07_11:00:00,2.508,291.9,3.148,166.0,NAN,NAN
2019-04-07_12:00:00,2.490,278.2,3.063,148.2,NAN,NAN
2019-04-07_13:00:00,3.478,287.8,4.065,153.5,NAN,NAN
2019-04-07_14:00:00,2.927,286.0,3.441,156.4,NAN,NAN
2019-04-07_15:00:00,2.266,270.9,2.825,149.9,NAN,NAN
2019-04-07_16:00:00,2.206,281.2,3.090,157.7,NAN,NAN
2019-04-07_17:00:00,2.431,275.5,3.418,162.0,NAN,NAN
2019-04-07_18:00:00,2.059,271.8,3.825,169.0,NAN,NAN
2019-04-07_19:00:00,0.665,104.4,0.603,210.7,NAN,NAN
2019-04-07_20:00:00,1.093,258.4,0.942,114.2,NAN,NAN
2019-04-07_21:00:00,1.131,278.7,1.490,122.1,NAN,NAN
2019-04-07_22:00:00,0.842,227.1,1.339,111.4,NAN,NAN
2019-04-07_23:00:00,1.975,245.2,2.329,111.8,NAN,NAN
2019-04-08_00:00:00,1.345,231.0,1.561,101.6,NAN,NAN
2019-04-08_01:00:00,1.832,243.3,1.785,124.9,NAN,NAN
2019-04-08_02:00:00,3.133,235.7,3.032,115.2,NAN,NAN
2019-04-08_03:00:00,2.990,223.3,3.140,99.3,NAN,NAN
2019-04-08_04:00:00,3.677,232.7,3.497,113.7,NAN,NAN
2019-04-08_05:00:00,4.132,218.6,3.776,106.6,NAN,NAN
2019-04-08_06:00:00,3.209,219.5,3.223,94.5,NAN,NAN
2019-04-08_07:00:00,3.236,215.9,3.411,100.6,NAN,NAN
2019-04-08_08:00:00,3.367,221.8,3.638,103.2,NAN,NAN
2019-04-08_09:00:00,3.105,227.6,3.683,112.3,NAN,NAN
2019-04-08_10:00:00,3.203,248.1,3.564,131.3,NAN,NAN
2019-04-08_11:00:00,4.047,252.5,4.625,130.9,NAN,NAN
2019-04-08_12:00:00,4.807,261.2,5.067,137.9,NAN,NAN
2019-04-08_13:00:00,4.516,261.3,4.617,135.2,NAN,NAN
2019-04-08_14:00:00,3.826,251.2,3.798,134.1,NAN,NAN
2019-04-08_15:00:00,4.441,249.1,4.885,128.0,NAN,NAN
2019-04-08_16:00:00,3.783,255.5,4.205,130.6,NAN,NAN
2019-04-08_17:00:00,6.466,273.4,7.031,144.4,NAN,NAN
2019-04-08_18:00:00,6.558,273.1,7.824,150.7,NAN,NAN
2019-04-08_19:00:00,5.511,271.2,5.901,145.8,NAN,NAN
2019-04-08_20:00:00,4.239,254.5,4.722,141.3,NAN,NAN
2019-04-08_21:00:00,4.240,242.6,4.804,124.2,NAN,NAN
2019-04-08_22:00:00,5.140,242.8,5.803,128.9,NAN,NAN
2019-04-08_23:00:00,5.137,260.9,5.307,136.1,NAN,NAN
2019-04-09_00:00:00,5.955,271.0,6.359,139.1,NAN,NAN
2019-04-09_01:00:00,6.066,261.3,5.953,138.1,NAN,NAN
2019-04-09_02:00:00,6.964,260.0,6.720,138.3,NAN,NAN
2019-04-09_03:00:00,5.926,257.5,5.852,136.9,NAN,NAN
2019-04-09_04:00:00,7.255,236.1,7.283,125.3,NAN,NAN
2019-04-09_05:00:00,6.835,237.5,6.657,129.5,NAN,NAN
2019-04-09_06:00:00,8.776,236.0,8.253,127.0,NAN,NAN
2019-04-09_07:00:00,8.836,233.8,8.663,126.4,NAN,NAN
2019-04-09_08:00:00,8.468,241.4,9.405,128.5,NAN,NAN
2019-04-09_09:00:00,7.974,243.9,9.006,128.1,NAN,NAN
2019-04-09_10:00:00,5.087,254.8,5.992,132.6,NAN,NAN
2019-04-09_11:00:00,4.656,265.0,5.181,133.2,NAN,NAN
2019-04-09_12:00:00,5.042,255.8,5.528,132.4,NAN,NAN
2019-04-09_13:00:00,5.367,258.9,5.595,134.9,NAN,NAN
2019-04-09_14:00:00,5.384,269.2,5.831,135.0,NAN,NAN
2019-04-09_15:00:00,7.134,258.9,7.532,133.6,NAN,NAN
2019-04-09_16:00:00,6.524,264.4,6.950,135.4,NAN,NAN
2019-04-09_17:00:00,8.078,261.0,8.278,136.2,NAN,NAN
2019-04-09_18:00:00,6.633,263.8,7.026,137.1,NAN,NAN
2019-04-09_19:00:00,6.330,271.4,6.221,141.1,NAN,NAN
2019-04-09_20:00:00,5.202,263.5,5.789,144.5,NAN,NAN
2019-04-09_21:00:00,5.209,269.3,5.522,148.3,NAN,NAN
2019-04-09_22:00:00,4.889,284.6,6.196,161.6,NAN,NAN
2019-04-09_23:00:00,1.344,223.5,2.432,156.5,NAN,NAN
2019-04-10_00:00:00,1.197,190.3,2.219,146.3,NAN,NAN
2019-04-10_01:00:00,1.482,163.0,1.515,90.2,NAN,NAN
2019-04-10_02:00:00,2.078,150.7,1.354,38.5,NAN,NAN
2019-04-10_03:00:00,2.162,144.9,1.793,17.5,NAN,NAN
2019-04-10_04:00:00,4.889,107.6,5.629,340.3,NAN,NAN
2019-04-10_05:00:00,6.532,93.3,7.808,331.3,NAN,NAN
2019-04-10_06:00:00,5.945,92.2,6.659,328.4,NAN,NAN
2019-04-10_07:00:00,6.613,62.5,6.817,303.1,NAN,NAN
2019-04-10_08:00:00,6.900,59.7,7.229,300.3,NAN,NAN
2019-04-10_09:00:00,7.867,56.9,8.324,298.9,NAN,NAN
2019-04-10_10:00:00,7.743,57.9,8.297,298.5,NAN,NAN
2019-04-10_11:00:00,7.298,59.5,7.998,299.9,NAN,NAN
2019-04-10_12:00:00,8.297,57.3,9.125,297.9,NAN,NAN
2019-04-10_13:00:00,8.206,56.3,9.386,296.9,NAN,NAN
2019-04-10_14:00:00,8.159,57.3,9.078,297.8,NAN,NAN
2019-04-10_15:00:00,8.584,55.4,9.478,296.8,NAN,NAN
2019-04-10_16:00:00,8.931,54.8,10.052,294.8,NAN,NAN
2019-04-10_17:00:00,8.768,57.0,10.073,297.7,NAN,NAN
2019-04-10_18:00:00,8.971,55.6,10.471,295.0,NAN,NAN
2019-04-10_19:00:00,7.954,55.6,9.000,295.2,NAN,NAN
2019-04-10_20:00:00,7.570,53.6,9.214,292.1,NAN,NAN
2019-04-10_21:00:00,8.024,52.8,9.692,290.0,NAN,NAN
2019-04-10_22:00:00,7.429,53.1,8.833,288.7,NAN,NAN
2019-04-10_23:00:00,5.875,48.5,7.334,286.3,NAN,NAN
2019-04-11_00:00:00,6.299,48.4,7.266,283.3,NAN,NAN
2019-04-11_01:00:00,5.796,51.5,6.740,285.9,NAN,NAN
2019-04-11_02:00:00,4.561,41.4,5.411,277.0,NAN,NAN
2019-04-11_03:00:00,4.594,55.8,5.199,291.0,NAN,NAN
2019-04-11_04:00:00,4.385,47.4,5.272,284.0,NAN,NAN
2019-04-11_05:00:00,6.369,54.0,7.792,293.4,NAN,NAN
2019-04-11_06:00:00,3.609,53.3,4.392,292.6,NAN,NAN
2019-04-11_07:00:00,3.878,53.3,4.389,296.0,NAN,NAN
2019-04-11_08:00:00,2.946,98.0,3.645,333.7,NAN,NAN
2019-04-11_09:00:00,4.521,89.7,5.383,333.7,NAN,NAN
2019-04-11_10:00:00,4.102,70.3,4.837,312.8,NAN,NAN
2019-04-11_11:00:00,5.552,81.1,6.650,320.7,NAN,NAN
2019-04-11_12:00:00,7.573,82.4,9.082,321.7,NAN,NAN
2019-04-11_13:00:00,7.704,82.1,9.279,321.4,NAN,NAN
2019-04-11_14:00:00,6.539,69.5,7.131,307.4,NAN,NAN
2019-04-11_15:00:00,7.678,57.5,8.794,298.3,NAN,NAN
2019-04-11_16:00:00,7.234,53.4,8.702,295.3,NAN,NAN
2019-04-11_17:00:00,7.055,61.0,7.794,299.9,NAN,NAN
2019-04-11_18:00:00,6.707,56.8,7.536,298.3,NAN,NAN
2019-04-11_19:00:00,7.796,54.4,8.869,294.7,NAN,NAN
2019-04-11_20:00:00,6.268,58.9,7.133,299.2,NAN,NAN
2019-04-11_21:00:00,6.243,62.4,6.911,303.1,NAN,NAN
2019-04-11_22:00:00,7.134,63.6,7.874,303.3,NAN,NAN
2019-04-11_23:00:00,8.125,75.3,8.997,312.7,NAN,NAN
2019-04-12_00:00:00,8.614,74.3,9.924,311.0,NAN,NAN
2019-04-12_01:00:00,8.458,74.8,9.806,311.6,NAN,NAN
2019-04-12_02:00:00,8.059,77.3,9.168,311.9,NAN,NAN
2019-04-12_03:00:00,8.768,78.8,9.927,313.6,NAN,NAN
2019-04-12_04:00:00,7.972,66.8,9.089,304.9,NAN,NAN
2019-04-12_05:00:00,8.221,62.5,9.483,299.9,NAN,NAN
2019-04-12_06:00:00,7.749,65.0,8.822,301.9,NAN,NAN
2019-04-12_07:00:00,7.483,69.7,8.261,307.0,NAN,NAN
2019-04-12_08:00:00,7.189,62.0,8.341,300.6,NAN,NAN
2019-04-12_09:00:00,7.855,55.4,9.692,292.9,NAN,NAN
2019-04-12_10:00:00,7.010,55.7,8.524,294.2,NAN,NAN
2019-04-12_11:00:00,6.727,52.9,8.027,293.4,NAN,NAN
2019-04-12_12:00:00,7.539,53.9,9.590,293.3,NAN,NAN
2019-04-12_13:00:00,7.136,51.9,9.106,291.6,NAN,NAN
2019-04-12_14:00:00,7.549,53.5,9.539,293.5,NAN,NAN
2019-04-12_15:00:00,7.219,51.5,9.454,287.9,NAN,NAN
2019-04-12_16:00:00,6.365,44.8,7.906,282.9,NAN,NAN
2019-04-12_17:00:00,6.639,47.0,8.302,285.4,NAN,NAN
2019-04-12_18:00:00,6.625,45.0,8.082,284.8,NAN,NAN
2019-04-12_19:00:00,6.150,43.5,7.537,283.9,NAN,NAN
2019-04-12_20:00:00,5.890,41.5,6.899,282.4,NAN,NAN
2019-04-12_21:00:00,5.010,45.6,6.353,285.5,NAN,NAN
2019-04-12_22:00:00,5.356,44.0,6.348,283.0,NAN,NAN
2019-04-12_23:00:00,5.551,42.8,6.554,283.3,NAN,NAN
2019-04-13_00:00:00,5.898,41.4,6.431,278.4,NAN,NAN
2019-04-13_01:00:00,5.938,40.7,6.798,278.8,NAN,NAN
