Date/Time,V10,D10,V70,D70,V80,D80
2019-04-13_02:00:00,6.727,38.5,7.375,279.8,NAN,NAN
2019-04-13_03:00:00,5.369,39.7,6.247,277.9,NAN,NAN
2019-04-13_04:00:00,4.247,41.7,5.122,283.2,NAN,NAN
2019-04-13_05:00:00,3.766,54.9,4.357,290.8,NAN,NAN
2019-04-13_06:00:00,3.906,52.6,4.057,287.7,NAN,NAN
2019-04-13_07:00:00,4.137,48.6,4.464,287.5,NAN,NAN
2019-04-13_08:00:00,4.144,54.0,4.492,292.0,NAN,NAN
2019-04-13_09:00:00,5.831,41.6,7.257,281.6,NAN,NAN
2019-04-13_10:00:00,3.306,62.4,4.489,313.5,NAN,NAN
2019-04-13_11:00:00,2.293,69.6,3.237,324.3,NAN,NAN
2019-04-13_12:00:00,2.984,37.7,3.438,277.1,NAN,NAN
2019-04-13_13:00:00,4.428,40.3,5.508,281.4,NAN,NAN
2019-04-13_14:00:00,4.339,43.1,5.539,284.1,NAN,NAN
2019-04-13_15:00:00,4.980,40.3,5.764,284.0,NAN,NAN
2019-04-13_16:00:00,4.241,48.7,5.479,295.3,NAN,NAN
2019-04-13_17:00:00,2.942,51.2,3.104,303.5,NAN,NAN
2019-04-13_18:00:00,2.168,76.5,2.839,309.1,NAN,NAN
2019-04-13_19:00:00,1.818,71.3,2.411,312.3,NAN,NAN
2019-04-13_20:00:00,1.375,83.1,2.052,298.9,NAN,NAN
2019-04-13_21:00:00,1.248,57.8,1.701,294.1,NAN,NAN
2019-04-13_22:00:00,3.371,44.1,4.075,284.5,NAN,NAN
2019-04-13_23:00:00,4.372,37.1,4.439,276.3,NAN,NAN
2019-04-14_00:00:00,3.107,35.2,3.356,276.8,NAN,NAN
2019-04-14_01:00:00,4.082,49.0,4.313,285.5,NAN,NAN
2019-04-14_02:00:00,2.404,79.7,2.254,321.9,NAN,NAN
2019-04-14_03:00:00,2.524,209.4,2.065,82.0,NAN,NAN
2019-04-14_04:00:00,2.133,196.8,1.873,73.7,NAN,NAN
2019-04-14_05:00:00,1.598,205.8,1.305,69.5,NAN,NAN
2019-04-14_06:00:00,1.386,151.6,1.314,9.3,NAN,NAN
2019-04-14_07:00:00,0.869,176.6,1.144,311.1,NAN,NAN
2019-04-14_08:00:00,2.073,118.5,3.709,358.8,NAN,NAN
2019-04-14_09:00:00,5.305,88.0,7.063,329.8,NAN,NAN
2019-04-14_10:00:00,6.327,80.1,7.478,317.0,NAN,NAN
2019-04-14_11:00:00,9.090,78.6,10.788,316.6,NAN,NAN
2019-04-14_12:00:00,9.072,71.9,10.201,308.9,NAN,NAN
2019-04-14_13:00:00,8.979,70.7,10.140,308.9,NAN,NAN
2019-04-14_14:00:00,9.776,70.0,11.021,307.1,NAN,NAN
2019-04-14_15:00:00,9.868,61.3,11.777,300.3,NAN,NAN
2019-04-14_16:00:00,9.719,64.8,11.521,304.1,NAN,NAN
2019-04-14_17:00:00,9.938,70.4,11.447,307.8,NAN,NAN
2019-04-14_18:00:00,9.729,71.4,11.457,308.6,NAN,NAN
2019-04-14_19:00:00,10.022,69.4,12.149,307.2,NAN,NAN
2019-04-14_20:00:00,9.803,67.9,11.071,307.0,NAN,NAN
2019-04-14_21:00:00,9.867,68.0,11.434,306.2,NAN,NAN
2019-04-14_22:00:00,10.028,67.3,11.736,305.2,NAN,NAN
2019-04-14_23:00:00,9.644,65.3,11.121,303.2,NAN,NAN
2019-04-15_00:00:00,11.312,67.0,12.483,302.8,NAN,NAN
2019-04-15_01:00:00,11.493,61.6,13.298,300.2,NAN,NAN
2019-04-15_02:00:00,9.804,60.8,11.910,299.5,NAN,NAN
2019-04-15_03:00:00,9.156,69.5,10.462,303.2,NAN,NAN
2019-04-15_04:00:00,9.431,68.6,10.586,304.8,NAN,NAN
2019-04-15_05:00:00,10.396,67.4,11.113,304.1,NAN,NAN
2019-04-15_06:00:00,9.322,73.5,10.404,307.6,NAN,NAN
2019-04-15_07:00:00,7.794,70.5,8.704,306.7,NAN,NAN
2019-04-15_08:00:00,9.244,70.9,10.286,307.4,NAN,NAN
2019-04-15_09:00:00,8.151,64.3,9.098,303.1,NAN,NAN
2019-04-15_10:00:00,7.883,64.4,8.620,302.9,NAN,NAN
2019-04-15_11:00:00,7.865,62.1,8.825,302.0,NAN,NAN
2019-04-15_12:00:00,7.499,63.2,8.710,301.2,NAN,NAN
2019-04-15_13:00:00,6.707,62.0,7.421,301.0,NAN,NAN
2019-04-15_14:00:00,7.021,54.9,8.381,292.1,NAN,NAN
2019-04-15_15:00:00,5.925,50.0,7.092,284.1,NAN,NAN
2019-04-15_16:00:00,6.724,44.3,7.992,278.9,NAN,NAN
2019-04-15_17:00:00,8.832,39.5,9.882,276.2,NAN,NAN
2019-04-15_18:00:00,8.231,39.5,9.714,275.0,NAN,NAN
2019-04-15_19:00:00,7.076,41.7,8.679,277.8,NAN,NAN
2019-04-15_20:00:00,8.169,45.1,9.920,281.1,NAN,NAN
2019-04-15_21:00:00,7.224,46.9,8.928,285.9,NAN,NAN
2019-04-15_22:00:00,6.463,46.3,8.536,285.0,NAN,NAN
2019-04-15_23:00:00,5.751,53.0,7.276,287.4,NAN,NAN
2019-04-16_00:00:00,4.862,52.0,5.573,288.6,NAN,NAN
2019-04-16_01:00:00,4.378,51.0,5.552,286.5,NAN,NAN
2019-04-16_02:00:00,2.900,67.5,3.118,303.7,NAN,NAN
2019-04-16_03:00:00,3.138,49.4,3.151,282.1,NAN,NAN
2019-04-16_04:00:00,1.469,56.5,1.476,303.8,NAN,NAN
2019-04-16_05:00:00,1.339,28.3,1.378,250.7,NAN,NAN
2019-04-16_06:00:00,0.896,41.8,1.174,248.7,NAN,NAN
2019-04-16_07:00:00,1.053,84.4,1.146,226.0,NAN,NAN
2019-04-16_08:00:00,1.034,146.9,0.798,30.2,NAN,NAN
2019-04-16_09:00:00,1.157,179.5,1.048,51.5,NAN,NAN
2019-04-16_10:00:00,0.570,185.1,0.483,127.4,NAN,NAN
2019-04-16_11:00:00,0.711,220.8,0.763,274.8,NAN,NAN
2019-04-16_12:00:00,1.509,255.3,1.411,148.7,NAN,NAN
2019-04-16_13:00:00,0.708,353.3,1.289,194.6,NAN,NAN
2019-04-16_14:00:00,1.222,322.0,2.693,197.4,NAN,NAN
2019-04-16_15:00:00,2.329,338.6,3.326,234.9,NAN,NAN
2019-04-16_16:00:00,1.188,107.4,1.609,265.0,NAN,NAN
2019-04-16_17:00:00,0.978,234.0,1.017,241.3,NAN,NAN
2019-04-16_18:00:00,2.930,28.2,2.830,293.0,NAN,NAN
2019-04-16_19:00:00,3.400,37.7,3.879,289.4,NAN,NAN
2019-04-16_20:00:00,3.572,31.8,4.602,273.6,NAN,NAN
2019-04-16_21:00:00,1.706,31.6,3.191,260.0,NAN,NAN
2019-04-16_22:00:00,1.405,61.6,1.610,272.5,NAN,NAN
2019-04-16_23:00:00,2.436,56.4,2.652,277.0,NAN,NAN
2019-04-17_00:00:00,1.809,62.2,1.638,292.0,NAN,NAN
2019-04-17_01:00:00,1.655,183.1,1.495,38.3,NAN,NAN
2019-04-17_02:00:00,2.054,159.7,2.220,27.4,NAN,NAN
2019-04-17_03:00:00,2.118,162.5,2.539,32.7,NAN,NAN
2019-04-17_04:00:00,2.508,156.0,2.913,25.4,NAN,NAN
2019-04-17_05:00:00,2.922,122.8,3.431,0.1,NAN,NAN
2019-04-17_06:00:00,2.886,149.8,3.747,19.8,NAN,NAN
2019-04-17_07:00:00,1.878,175.5,2.491,39.4,NAN,NAN
2019-04-17_08:00:00,1.491,173.2,2.261,37.2,NAN,NAN
2019-04-17_09:00:00,1.217,153.4,2.148,18.2,NAN,NAN
2019-04-17_10:00:00,2.849,86.6,3.807,337.8,NAN,NAN
2019-04-17_11:00:00,3.435,76.3,4.257,334.7,NAN,NAN
2019-04-17_12:00:00,4.049,74.0,5.166,332.9,NAN,NAN
2019-04-17_13:00:00,3.760,66.3,4.771,318.7,NAN,NAN
2019-04-17_14:00:00,3.496,49.1,3.579,301.1,NAN,NAN
2019-04-17_15:00:00,4.140,43.3,4.007,297.2,NAN,NAN
2019-04-17_16:00:00,4.099,34.2,4.177,288.5,NAN,NAN
2019-04-17_17:00:00,4.909,24.9,4.748,275.0,NAN,NAN
2019-04-17_18:00:00,4.397,23.0,4.429,267.3,NAN,NAN
2019-04-17_19:00:00,4.110,14.7,2.945,261.2,NAN,NAN
2019-04-17_20:00:00,4.019,26.6,4.091,265.9,NAN,NAN
2019-04-17_21:00:00,3.841,34.0,4.410,272.2,NAN,NAN
2019-04-17_22:00:00,3.830,32.5,3.735,281.1,NAN,NAN
2019-04-17_23:00:00,3.639,43.4,3.689,276.7,NAN,NAN
2019-04-18_00:00:00,2.775,65.4,2.430,277.6,NAN,NAN
2019-04-18_01:00:00,2.474,109.7,2.257,341.6,NAN,NAN
2019-04-18_02:00:00,1.793,168.7,1.857,48.0,NAN,NAN
2019-04-18_03:00:00,2.414,186.0,2.759,48.1,NAN,NAN
2019-04-18_04:00:00,2.569,177.5,3.012,48.3,NAN,NAN
2019-04-18_05:00:00,2.369,173.0,2.647,49.5,NAN,NAN
2019-04-18_06:00:00,2.199,201.2,2.172,66.5,NAN,NAN
2019-04-18_07:00:00,2.404,202.7,2.286,70.5,NAN,NAN
2019-04-18_08:00:00,1.718,194.9,1.749,68.2,NAN,NAN
2019-04-18_09:00:00,1.593,169.4,2.513,47.2,NAN,NAN
2019-04-18_10:00:00,1.183,179.6,1.955,58.7,NAN,NAN
2019-04-18_11:00:00,0.795,208.8,1.845,66.9,NAN,NAN
2019-04-18_12:00:00,0.995,279.7,1.535,96.0,NAN,NAN
2019-04-18_13:00:00,1.869,296.7,2.181,154.8,NAN,NAN
2019-04-18_14:00:00,3.090,300.6,4.342,180.0,NAN,NAN
2019-04-18_15:00:00,3.765,308.9,4.909,185.2,NAN,NAN
2019-04-18_16:00:00,4.429,297.7,5.997,173.8,NAN,NAN
2019-04-18_17:00:00,3.004,272.0,4.278,137.9,NAN,NAN
2019-04-18_18:00:00,2.806,143.0,3.736,53.3,NAN,NAN
2019-04-18_19:00:00,2.738,326.4,3.246,210.7,NAN,NAN
2019-04-18_20:00:00,1.516,359.8,2.162,240.9,NAN,NAN
2019-04-18_21:00:00,0.765,247.0,1.296,205.2,NAN,NAN
2019-04-18_22:00:00,1.220,56.6,1.256,312.2,NAN,NAN
2019-04-18_23:00:00,1.695,45.0,1.504,272.1,NAN,NAN
2019-04-19_00:00:00,2.020,16.9,1.640,202.8,NAN,NAN
2019-04-19_01:00:00,1.757,215.2,1.921,160.5,NAN,NAN
2019-04-19_02:00:00,1.537,91.9,1.416,299.7,NAN,NAN
2019-04-19_03:00:00,1.362,30.2,1.482,242.0,NAN,NAN
2019-04-19_04:00:00,1.125,12.3,1.028,206.2,NAN,NAN
2019-04-19_05:00:00,1.275,238.6,1.696,132.3,NAN,NAN
2019-04-19_06:00:00,1.901,87.0,2.293,332.7,NAN,NAN
2019-04-19_07:00:00,2.853,76.7,3.069,320.8,NAN,NAN
2019-04-19_08:00:00,3.206,72.2,3.582,319.2,NAN,NAN
2019-04-19_09:00:00,1.434,58.9,1.548,283.4,NAN,NAN
2019-04-19_10:00:00,2.109,65.7,2.209,321.1,NAN,NAN
2019-04-19_11:00:00,1.772,92.8,2.510,348.2,NAN,NAN
2019-04-19_12:00:00,2.875,75.6,3.915,344.6,NAN,NAN
2019-04-19_13:00:00,3.938,49.4,4.692,316.2,NAN,NAN
2019-04-19_14:00:00,2.212,46.6,2.575,316.8,NAN,NAN
2019-04-19_15:00:00,1.659,45.7,1.843,308.2,NAN,NAN
2019-04-19_16:00:00,1.683,37.4,1.840,314.9,NAN,NAN
2019-04-19_17:00:00,2.017,12.7,1.239,271.1,NAN,NAN
2019-04-19_18:00:00,0.884,327.1,0.543,123.3,NAN,NAN
2019-04-19_19:00:00,0.912,270.1,1.129,133.0,NAN,NAN
2019-04-19_20:00:00,0.971,36.5,0.657,229.0,NAN,NAN
2019-04-19_21:00:00,0.677,157.1,0.837,102.5,NAN,NAN
2019-04-19_22:00:00,0.913,260.4,1.164,139.7,NAN,NAN
2019-04-19_23:00:00,0.965,343.8,1.057,175.1,NAN,NAN
2019-04-20_00:00:00,1.089,154.0,1.232,338.6,NAN,NAN
2019-04-20_01:00:00,1.685,195.9,1.582,64.9,NAN,NAN
2019-04-20_02:00:00,1.134,200.5,1.168,55.6,NAN,NAN
2019-04-20_03:00:00,1.533,173.9,1.735,35.7,NAN,NAN
2019-04-20_04:00:00,1.111,154.4,0.862,11.2,NAN,NAN
2019-04-20_05:00:00,1.114,184.0,1.107,58.2,NAN,NAN
2019-04-20_06:00:00,0.998,167.6,0.982,98.3,NAN,NAN
2019-04-20_07:00:00,1.077,195.7,1.207,108.6,NAN,NAN
2019-04-20_08:00:00,1.548,225.3,1.953,127.5,NAN,NAN
2019-04-20_09:00:00,2.651,266.5,3.138,140.2,NAN,NAN
2019-04-20_10:00:00,2.598,261.4,3.138,140.7,NAN,NAN
2019-04-20_11:00:00,1.322,284.5,2.872,145.1,NAN,NAN
2019-04-20_12:00:00,0.714,206.4,1.206,148.8,NAN,NAN
2019-04-20_13:00:00,0.575,322.3,0.640,153.6,NAN,NAN
2019-04-20_14:00:00,1.776,27.0,1.658,234.6,NAN,NAN
2019-04-20_15:00:00,1.479,83.8,1.659,304.6,NAN,NAN
2019-04-20_16:00:00,1.178,197.8,1.623,61.3,NAN,NAN
2019-04-20_17:00:00,1.619,58.5,2.165,327.1,NAN,NAN
2019-04-20_18:00:00,1.938,56.7,2.466,309.2,NAN,NAN
2019-04-20_19:00:00,1.082,51.3,1.118,313.3,NAN,NAN
2019-04-20_20:00:00,0.813,111.3,1.391,2.5,NAN,NAN
2019-04-20_21:00:00,1.194,77.7,1.441,2.0,NAN,NAN
2019-04-20_22:00:00,1.899,56.0,1.812,306.4,NAN,NAN
2019-04-20_23:00:00,0.557,70.7,0.537,350.8,NAN,NAN
2019-04-21_00:00:00,0.856,216.7,0.822,116.3,NAN,NAN
2019-04-21_01:00:00,1.106,264.8,0.956,145.9,NAN,NAN
2019-04-21_02:00:00,1.585,227.0,1.551,110.6,NAN,NAN
2019-04-21_03:00:00,2.426,230.0,2.265,109.8,NAN,NAN
2019-04-21_04:00:00,3.523,240.5,3.428,120.2,NAN,NAN
2019-04-21_05:00:00,3.854,232.7,3.612,113.0,NAN,NAN
2019-04-21_06:00:00,3.759,216.0,3.613,104.2,NAN,NAN
2019-04-21_07:00:00,4.362,233.9,4.457,115.6,NAN,NAN
2019-04-21_08:00:00,4.916,240.7,5.110,121.4,NAN,NAN
2019-04-21_09:00:00,5.149,250.4,5.849,121.3,NAN,NAN
2019-04-21_10:00:00,2.826,238.1,3.312,112.9,NAN,NAN
2019-04-21_11:00:00,3.542,247.1,4.297,123.2,NAN,NAN
2019-04-21_12:00:00,4.655,263.1,5.274,134.2,NAN,NAN
2019-04-21_13:00:00,5.107,252.0,5.496,129.1,NAN,NAN
2019-04-21_14:00:00,5.826,261.2,5.835,130.4,NAN,NAN
2019-04-21_15:00:00,5.035,265.4,5.506,139.9,NAN,NAN
2019-04-21_16:00:00,5.376,270.4,6.006,144.9,NAN,NAN
2019-04-21_17:00:00,5.039,274.0,5.602,146.8,NAN,NAN
2019-04-21_18:00:00,5.883,276.3,6.479,148.6,NAN,NAN
2019-04-21_19:00:00,3.834,278.0,4.632,150.5,NAN,NAN
2019-04-21_20:00:00,2.950,282.2,3.280,158.2,NAN,NAN
2019-04-21_21:00:00,3.332,282.2,3.963,153.6,NAN,NAN
2019-04-21_22:00:00,3.056,282.4,3.763,161.9,NAN,NAN
2019-04-21_23:00:00,2.845,275.7,2.870,156.9,NAN,NAN
2019-04-22_00:00:00,2.629,256.7,2.521,144.0,NAN,NAN
2019-04-22_01:00:00,3.959,234.5,4.081,122.6,NAN,NAN
2019-04-22_02:00:00,3.546,219.4,3.395,109.1,NAN,NAN
2019-04-22_03:00:00,3.955,227.5,3.939,110.5,NAN,NAN
2019-04-22_04:00:00,4.754,235.3,4.232,113.7,NAN,NAN
2019-04-22_05:00:00,3.963,227.3,3.433,109.9,NAN,NAN
2019-04-22_06:00:00,5.717,238.3,5.532,117.8,NAN,NAN
2019-04-22_07:00:00,4.955,243.4,5.396,118.1,NAN,NAN
2019-04-22_08:00:00,3.433,236.0,3.752,110.3,NAN,NAN
2019-04-22_09:00:00,3.403,246.5,3.698,131.4,NAN,NAN
2019-04-22_10:00:00,1.820,262.0,1.971,152.8,NAN,NAN
2019-04-22_11:00:00,2.700,249.7,2.814,123.7,NAN,NAN
2019-04-22_12:00:00,5.488,248.4,6.251,120.8,NAN,NAN
2019-04-22_13:00:00,2.126,10.9,2.350,186.3,NAN,NAN
2019-04-22_14:00:00,2.550,165.3,3.151,39.1,NAN,NAN
2019-04-22_15:00:00,1.933,271.6,2.535,128.1,NAN,NAN
2019-04-22_16:00:00,4.028,283.3,4.971,147.9,NAN,NAN
2019-04-22_17:00:00,4.443,289.4,5.167,160.6,NAN,NAN
2019-04-22_18:00:00,1.741,276.1,2.795,165.2,NAN,NAN
2019-04-22_19:00:00,0.585,123.5,1.118,146.9,NAN,NAN
2019-04-22_20:00:00,0.458,209.7,1.037,131.6,NAN,NAN
2019-04-22_21:00:00,0.373,111.9,0.736,143.2,NAN,NAN
2019-04-22_22:00:00,0.544,199.7,0.821,98.7,NAN,NAN
2019-04-22_23:00:00,0.883,258.3,1.573,168.3,NAN,NAN
2019-04-23_00:00:00,1.160,153.8,0.906,157.4,NAN,NAN
2019-04-23_01:00:00,1.704,144.9,1.345,19.8,NAN,NAN
2019-04-23_02:00:00,1.270,197.3,1.291,60.4,NAN,NAN
2019-04-23_03:00:00,2.126,218.7,1.855,87.7,NAN,NAN
2019-04-23_04:00:00,4.597,238.2,4.294,118.6,NAN,NAN
2019-04-23_05:00:00,5.636,233.9,4.846,120.3,NAN,NAN
2019-04-23_06:00:00,4.990,231.0,4.617,118.5,NAN,NAN
2019-04-23_07:00:00,5.075,231.3,4.676,125.7,NAN,NAN
2019-04-23_08:00:00,4.828,234.4,5.169,128.9,NAN,NAN
2019-04-23_09:00:00,6.464,239.4,6.483,124.2,NAN,NAN
2019-04-23_10:00:00,6.992,253.4,7.230,131.5,NAN,NAN
2019-04-23_11:00:00,7.033,261.4,6.425,132.5,NAN,NAN
2019-04-23_12:00:00,7.220,264.7,6.834,136.9,NAN,NAN
2019-04-23_13:00:00,4.695,261.0,5.074,135.5,NAN,NAN
2019-04-23_14:00:00,2.724,228.6,2.974,117.5,NAN,NAN
2019-04-23_15:00:00,5.990,267.4,6.737,143.2,NAN,NAN
2019-04-23_16:00:00,4.551,275.0,5.488,150.3,NAN,NAN
2019-04-23_17:00:00,4.194,269.7,6.300,145.6,NAN,NAN
2019-04-23_18:00:00,5.250,270.9,6.312,150.0,NAN,NAN
2019-04-23_19:00:00,2.672,272.3,4.090,152.3,NAN,NAN
2019-04-23_20:00:00,1.931,266.8,2.616,145.3,NAN,NAN
2019-04-23_21:00:00,1.206,228.9,1.443,136.1,NAN,NAN
2019-04-23_22:00:00,0.748,214.6,1.072,112.4,NAN,NAN
2019-04-23_23:00:00,1.433,232.5,1.088,123.6,NAN,NAN
2019-04-24_00:00:00,1.539,243.5,1.374,141.7,NAN,NAN
2019-04-24_01:00:00,1.879,190.9,2.000,93.7,NAN,NAN
2019-04-24_02:00:00,3.631,221.7,4.181,121.3,NAN,NAN
2019-04-24_03:00:00,4.486,231.2,4.950,116.2,NAN,NAN
2019-04-24_04:00:00,6.334,251.0,6.093,126.0,NAN,NAN
2019-04-24_05:00:00,7.708,259.8,7.467,130.6,NAN,NAN
2019-04-24_06:00:00,7.919,254.6,7.925,131.8,NAN,NAN
2019-04-24_07:00:00,7.982,256.9,7.632,133.5,NAN,NAN
2019-04-24_08:00:00,7.971,262.5,7.894,132.8,NAN,NAN
2019-04-24_09:00:00,8.254,275.2,7.674,140.6,NAN,NAN
2019-04-24_10:00:00,9.335,270.8,9.262,141.7,NAN,NAN
2019-04-24_11:00:00,8.457,269.9,9.427,140.4,NAN,NAN
2019-04-24_12:00:00,5.937,249.0,6.190,128.8,NAN,NAN
2019-04-24_13:00:00,5.893,240.2,6.364,126.2,NAN,NAN
2019-04-24_14:00:00,5.795,248.5,6.426,128.6,NAN,NAN
2019-04-24_15:00:00,4.789,253.0,5.498,129.7,NAN,NAN
2019-04-24_16:00:00,2.945,270.3,3.239,145.8,NAN,NAN
2019-04-24_17:00:00,2.406,251.3,2.452,125.6,NAN,NAN
2019-04-24_18:00:00,2.424,256.1,2.547,127.2,NAN,NAN
2019-04-24_19:00:00,2.676,267.3,3.226,140.8,NAN,NAN
2019-04-24_20:00:00,2.780,269.6,2.739,144.0,NAN,NAN
2019-04-24_21:00:00,3.062,240.5,3.503,128.2,NAN,NAN
2019-04-24_22:00:00,4.864,241.9,5.573,123.5,NAN,NAN
2019-04-24_23:00:00,3.686,250.5,3.651,129.1,NAN,NAN
2019-04-25_00:00:00,3.927,240.2,3.845,114.8,NAN,NAN
2019-04-25_01:00:00,5.022,245.3,5.342,123.3,NAN,NAN
2019-04-25_02:00:00,6.116,250.5,6.444,128.2,NAN,NAN
2019-04-25_03:00:00,6.676,254.3,6.760,133.0,NAN,NAN
2019-04-25_04:00:00,9.226,235.8,8.634,123.2,NAN,NAN
2019-04-25_05:00:00,7.945,242.4,7.807,120.6,NAN,NAN
2019-04-25_06:00:00,7.319,238.8,7.462,124.4,NAN,NAN
2019-04-25_07:00:00,6.135,246.6,6.645,128.7,NAN,NAN
2019-04-25_08:00:00,3.932,103.9,4.822,350.7,NAN,NAN
2019-04-25_09:00:00,2.710,123.9,3.365,20.8,NAN,NAN
2019-04-25_10:00:00,2.518,78.7,3.005,328.9,NAN,NAN
2019-04-25_11:00:00,2.842,67.3,3.595,328.3,NAN,NAN
2019-04-25_12:00:00,3.352,58.3,4.037,317.3,NAN,NAN
2019-04-25_13:00:00,3.776,50.9,3.475,307.3,NAN,NAN
2019-04-25_14:00:00,4.158,49.7,3.892,303.8,NAN,NAN
2019-04-25_15:00:00,4.098,53.9,4.174,302.8,NAN,NAN
2019-04-25_16:00:00,3.339,56.4,3.671,308.0,NAN,NAN
2019-04-25_17:00:00,4.510,56.9,5.012,299.8,NAN,NAN
2019-04-25_18:00:00,5.028,52.9,5.931,295.0,NAN,NAN
2019-04-25_19:00:00,6.032,52.2,7.442,293.3,NAN,NAN
2019-04-25_20:00:00,5.825,54.7,7.090,295.9,NAN,NAN
2019-04-25_21:00:00,5.393,53.5,7.115,292.2,NAN,NAN
2019-04-25_22:00:00,4.838,54.7,6.421,290.7,NAN,NAN
2019-04-25_23:00:00,5.626,55.8,6.446,296.3,NAN,NAN
2019-04-26_00:00:00,5.105,64.2,5.290,299.7,NAN,NAN
2019-04-26_01:00:00,5.447,85.6,5.737,316.7,NAN,NAN
2019-04-26_02:00:00,5.916,83.9,6.239,318.2,NAN,NAN
2019-04-26_03:00:00,4.912,83.0,5.007,315.4,NAN,NAN
2019-04-26_04:00:00,4.947,89.3,5.220,317.6,NAN,NAN
2019-04-26_05:00:00,5.581,112.0,5.901,340.2,NAN,NAN
2019-04-26_06:00:00,6.411,104.8,6.821,338.6,NAN,NAN
2019-04-26_07:00:00,6.613,96.4,7.849,334.0,NAN,NAN
2019-04-26_08:00:00,5.913,87.3,6.853,326.8,NAN,NAN
2019-04-26_09:00:00,4.334,82.0,4.966,320.5,NAN,NAN
2019-04-26_10:00:00,5.855,61.2,6.226,301.2,NAN,NAN
2019-04-26_11:00:00,3.889,66.0,4.562,307.8,NAN,NAN
2019-04-26_12:00:00,5.314,89.9,6.509,329.3,NAN,NAN
2019-04-26_13:00:00,7.218,74.7,8.883,315.8,NAN,NAN
2019-04-26_14:00:00,6.342,67.6,7.524,308.3,NAN,NAN
2019-04-26_15:00:00,8.704,54.6,9.877,296.1,NAN,NAN
2019-04-26_16:00:00,8.430,63.0,9.758,301.1,NAN,NAN
2019-04-26_17:00:00,9.101,68.9,10.041,306.6,NAN,NAN
2019-04-26_18:00:00,10.086,75.6,11.467,311.1,NAN,NAN
2019-04-26_19:00:00,9.063,72.7,10.550,308.9,NAN,NAN
2019-04-26_20:00:00,8.471,65.7,10.073,304.2,NAN,NAN
2019-04-26_21:00:00,8.293,60.7,9.766,299.1,NAN,NAN
2019-04-26_22:00:00,7.757,66.7,8.800,305.5,NAN,NAN
2019-04-26_23:00:00,9.065,67.2,10.148,304.9,NAN,NAN
2019-04-27_00:00:00,9.372,66.8,10.947,303.5,NAN,NAN
2019-04-27_01:00:00,9.611,63.2,10.896,301.1,NAN,NAN
2019-04-27_02:00:00,10.148,58.5,11.643,297.6,NAN,NAN
2019-04-27_03:00:00,11.221,57.4,13.100,296.8,NAN,NAN
2019-04-27_04:00:00,10.392,56.2,12.421,294.9,NAN,NAN
2019-04-27_05:00:00,10.641,55.8,12.192,293.6,NAN,NAN
2019-04-27_06:00:00,10.309,57.0,11.562,295.3,NAN,NAN
2019-04-27_07:00:00,9.710,57.6,11.205,296.9,NAN,NAN
2019-04-27_08:00:00,9.188,57.0,10.601,296.4,NAN,NAN
2019-04-27_09:00:00,9.568,56.4,11.070,295.6,NAN,NAN
2019-04-27_10:00:00,9.134,55.3,10.490,296.4,NAN,NAN
2019-04-27_11:00:00,8.960,54.6,10.184,292.7,NAN,NAN
2019-04-27_12:00:00,8.146,56.4,9.422,292.2,NAN,NAN
2019-04-27_13:00:00,7.466,53.7,9.405,289.9,NAN,NAN
2019-04-27_14:00:00,7.542,51.8,9.292,287.2,NAN,NAN
2019-04-27_15:00:00,7.137,51.7,8.634,287.5,NAN,NAN
2019-04-27_16:00:00,6.622,52.1,7.808,287.7,NAN,NAN
2019-04-27_17:00:00,6.309,50.2,7.748,286.6,NAN,NAN
2019-04-27_18:00:00,5.651,41.7,6.677,281.0,NAN,NAN
2019-04-27_19:00:00,5.726,46.8,7.398,284.2,NAN,NAN
2019-04-27_20:00:00,5.463,34.8,5.997,276.6,NAN,NAN
2019-04-27_21:00:00,6.229,32.1,7.056,271.5,NAN,NAN
2019-04-27_22:00:00,5.468,35.7,5.728,277.8,NAN,NAN
2019-04-27_23:00:00,3.420,30.8,4.516,279.1,NAN,NAN
2019-04-28_00:00:00,2.926,17.3,3.482,270.5,NAN,NAN
2019-04-28_01:00:00,2.754,33.0,3.395,277.6,NAN,NAN
2019-04-28_02:00:00,3.171,30.9,3.961,266.0,NAN,NAN
2019-04-28_03:00:00,2.247,37.5,2.761,272.2,NAN,NAN
2019-04-28_04:00:00,1.836,162.7,1.986,23.3,NAN,NAN
2019-04-28_05:00:00,1.695,191.5,1.670,60.0,NAN,NAN
2019-04-28_06:00:00,1.306,170.9,1.054,50.8,NAN,NAN
2019-04-28_07:00:00,1.405,180.9,1.488,71.7,NAN,NAN
2019-04-28_08:00:00,1.151,172.3,1.231,59.2,NAN,NAN
2019-04-28_09:00:00,0.954,227.0,1.446,80.3,NAN,NAN
2019-04-28_10:00:00,0.971,272.9,1.316,121.8,NAN,NAN
2019-04-28_11:00:00,0.904,268.8,1.189,130.2,NAN,NAN
2019-04-28_12:00:00,1.364,257.3,2.429,103.2,NAN,NAN
2019-04-28_13:00:00,1.602,294.0,1.927,139.7,NAN,NAN
2019-04-28_14:00:00,0.963,243.1,1.228,95.5,NAN,NAN
2019-04-28_15:00:00,0.753,309.4,0.867,119.0,NAN,NAN
2019-04-28_16:00:00,0.408,248.7,0.656,151.4,NAN,NAN
2019-04-28_17:00:00,0.524,232.6,0.979,159.3,NAN,NAN
2019-04-28_18:00:00,0.602,307.8,2.530,171.6,NAN,NAN
